Nombre,Tipo,Latitud,Longitud,Elevacion,Municipio,Departamento,X,Y,Z,Entidad,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05
GUASCA [21205700],Climática Principal,4.879861111,-73.86811111,2750,Guasca,Cundinamarca,1766498.8949364736,-6107419.068587619,542800.8379023983,IDEAM,"31,3","42,9","122,8","28,1","88,6","87,9","115,4","38,9","43,5","65,3","133,1","30,6","32,4","43,5","97,6","80,7",192,"111,2","97,5","117,3","56,9","113,4","65,6","11,8","31,7","75,9","64,1","109,2",106,"121,1","79,9","70,7","47,9","126,1","156,5","64,8","79,7","33,9","230,6","117,7","58,1","94,3","136,6","76,2","42,8","41,4","76,1","50,5","1,5","44,1",48,"109,6","124,5","96,2","71,5","23,7","37,3","76,9","145,5","13,8","9,7","91,6","121,3","121,3","73,9"
JARDIN BOTANICO [21205710],Climática Principal,4.669333333,-74.10266667,2552,"Bogotá, D.C",Bogotá,1741962.3145923822,-6116286.617855127,519420.15425531915,IDEAM,"14,8","82,7",0,0,0,0,0,0,"66,8","25,6","225,4","115,6",0,"35,4","160,6",0,0,"170,5","51,4","138,1","73,5","161,3","206,8","35,1","25,5","196,6","172,9","230,6","168,7","173,7","74,2","61,8","77,5",223,"159,1","58,4","153,4","31,4","151,6","82,6","136,4","27,3","63,9","53,8","90,8","93,9",79,"59,4","19,9",57,"68,9","96,2","108,1","146,9","53,6","19,9","49,1","145,6","161,2","29,5","20,2","150,7","122,5",0,"119,6"
GRANJA SAN JORGE [21205720],Climática Ordinaria,4.50575,-74.18927778,2900,Soacha,Cundinamarca,1733206.1627636165,-6120648.597107023,501288.5704812664,IDEAM,"21,7","66,1","52,3",56,"57,6","78,2","75,1","40,6","48,4","44,7","204,2","29,5","10,5","65,7","78,6","60,8",127,"90,6","37,8","104,2","24,3","117,9","45,6","2,9","5,4","66,8","26,7","168,8","118,1","137,3","77,8","51,3","49,1","121,8",116,25,66,"21,5","136,4","54,9","58,3","25,8","61,1","55,3","27,8","66,5","36,3","49,4","6,6","72,3","40,1","87,8",101,"75,3","40,7","23,5","76,2","153,5","153,3","12,6","22,9","57,8","115,5","118,6","71,6"
SILOS [21205740],Climática Ordinaria,5.117722222,-73.70141667,2709,Chocontá,Cundinamarca,1783600.8766303814,-6099999.204618543,569186.3904964422,IDEAM,"42,4","70,8","60,7","77,8","114,6","147,2","154,4","84,2",77,"41,8","147,2","26,1","24,7","46,8",169,"140,1","221,9","145,3","180,5",141,"62,6","137,6",57,"7,6","9,8","51,8","60,9","183,5","148,5","129,9","160,4","113,9","97,6","98,5","136,9","29,3","43,8","16,2","142,8","185,6","81,9","184,4","254,4","128,5","58,5","38,8","88,1","25,8","2,8","37,5","42,3","137,2","193,5","174,5","161,5","65,1","58,4","78,2","158,8","9,4","20,8",24,"145,6",108,"157,8"
EL DORADO CATAM [21205791],Climática Principal,4.705583333,-74.15066667,2547,"Bogotá, D.C",Bogotá,1736746.2759908251,-6117421.661859361,523443.1859922371,IDEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,1","66,2","111,5",47,"42,6",66,"155,9","130,9","15,6","109,4","32,3","47,8","55,1","75,1","14,7","56,1","59,8","35,4","112,5","4,4","4,9","3,5","0,5","14,8","116,3","92,2","86,9","82,7","2,7","31,4",99,"150,4","26,8",18,55,"78,3","158,6","135,7"
EL SALITRE [21205870],Meteorológica Especial,4.738888889,-74.33427778,2570,Bojacá,Cundinamarca,1717057.1276689647,-6122683.914810044,527141.5322437813,IDEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124,9","98,9",94,"51,5","75,4","52,8","125,8","60,2","27,7","9,3","72,2","71,9","114,2","79,6","108,2","39,8","35,8","59,2","120,8","87,6","13,9",39,"37,5","55,8","53,9","44,9","10,4",43,"36,7",20,"44,4","53,5","29,5",0,"36,2","2,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA COSECHA [21205910],Climática Principal,4.98922,-74.00119,2570,Zipaquirá,Cundinamarca,1751970.4930164379,-6110326.170445934,554919.0610057449,IDEAM,36,93,81,52,95,99,101,38,"86,8",77,240,15,2,61,"96,1",88,182,97,66,"144,1",89,275,106,18,11,123,100,119,115,"174,4",101,93,141,193,142,75,87,41,183,101,91,62,0,"52,4","46,5","119,1","80,6","71,8","19,8","60,6","25,6","113,2",151,"131,8","78,1","26,2","72,4","82,6","192,6",88,"16,6",142,"128,7","239,2","177,3"
SUASUQUE [21205920],Meteorológica Especial,4.820833333,-73.96388889,2650,Sopó,Cundinamarca,1756413.0591974019,-6110801.917585022,536242.2028106467,IDEAM,"36,7",75,0,0,0,0,"124,5",49,"84,9","62,7","148,1","31,4","21,5","51,9","82,8",99,"137,8","96,1","90,7","117,9","67,6","95,3","44,7","3,2",18,81,"86,5","127,8","129,6","133,6","143,5","88,3","55,2","89,5","169,8","48,6","106,9","29,2","132,6","86,7","94,7","105,2","101,1","54,2","44,2","38,9","40,5",36,0,53,"33,6","70,8","123,6","153,9","100,7","29,1","33,9","77,6","126,3","30,5","8,9","40,8","95,8","184,1","120,6"
VILLA INES [21205940],Climática Principal,4.83211,-74.38056,2590,Facatativá,Cundinamarca,1711882.9797565513,-6123254.0093896715,537488.529391673,IDEAM,44,"15,1",28,"30,8","76,7",72,"71,3","33,6","36,6","65,1","194,5","78,1","19,7","67,5","128,2","126,5","108,5","128,4","25,9","81,3","53,7","131,6","89,9","58,4","26,3","92,3","148,5","162,5",115,"103,3","53,2","46,7","61,5","150,6","135,5",28,"126,3",41,"210,8","121,3","53,3","17,8","60,6","29,9","10,3",99,"48,8",42,"5,5","28,2",50,"87,1","108,1","142,5",25,"6,7","32,5","64,5","95,2","50,8","20,5","87,9","94,9","125,7","104,8"
TACHI [21205960],Meteorológica Especial,4.939055556,-74.15258333,2650,Subachoque,Cundinamarca,1735972.7813486017,-6115475.80195485,549360.37561623,IDEAM,4,"42,4","57,8","36,4","50,6","73,5","61,1","57,3","47,5","37,4",156,"19,5","7,7","55,4","105,5","69,8","105,5","135,1","82,3","112,9","83,9","182,1","99,9","17,5","16,7","74,7","102,5",149,"141,2","134,1","106,3","78,6","114,8","167,8",82,"23,7","109,3","20,3","140,9","65,3","62,5",52,"58,9","54,2","24,6","124,7","64,5","56,4","8,3","32,6","33,3","128,5",73,"84,8","67,2","11,8","32,1","156,9","134,5","43,3","21,9","129,8","93,2","152,8","131,9"
GRANJA PROVIDENCIA [21205980],Climática Ordinaria,4.792388889,-74.20091667,2560,Tenjo,Cundinamarca,1731166.0824626803,-6118184.847210524,533078.0888419581,IDEAM,"18,4",25,"52,9","74,1",68,"124,9","95,3","38,7","100,3","47,6","240,2","29,5",13,"53,4","131,9","111,6","160,3","115,2","39,7","100,1","50,8","194,9",102,"37,8","19,1","106,7","69,7",208,"98,1","228,2","73,3","132,9","87,4","214,5","142,3","50,1","119,4","64,7","142,8","50,7","62,6","59,6","53,7","72,2","35,8","159,1","46,8","45,5","6,1","40,5","8,2","81,1",105,"106,9","52,3","15,4","42,1","90,8","196,8","47,6","16,1","108,6","142,2","176,5","97,6"
EL LLANO [21205990],Meteorológica Especial,4.927777778,-73.95,2560,Sopó,Cundinamarca,1757589.726267601,-6109317.256980817,548101.3399981245,IDEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,3",0,"44,8",0,0,0,0,0,0,0,0,"9,3",0,"56,1","86,5","36,4","144,2","73,1",59,"37,8","101,1","152,9","36,5","85,2",17,"169,1",0,"68,6","42,7","49,1",60,"40,5","65,5","59,5","43,6",0,0,"13,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
HACIENDA LORETOKI [21206010],Meteorológica Especial,5.089027778,-73.80275,2550,Suesca,Cundinamarca,1772844.7477398214,-6103265.028356015,565989.3484181791,IDEAM,"16,1","103,5","95,1","30,6","61,3","71,7","71,4","44,1","42,1","55,5",0,"6,5","11,4","41,1","221,4","82,4","135,9","78,5","62,8","87,8","34,6","99,6",0,"10,5",0,"46,7","44,7","164,2","111,3",161,"46,4","68,9","56,1","111,1","164,6","4,2","70,8",0,88,"116,1","116,9","59,9",73,"41,6",19,"54,9","62,3","58,9",0,0,"77,6","82,7","59,8",0,0,0,0,0,0,0,0,0,0,0,0
SANTILLANA [21206020],Meteorológica Especial,4.898527778,-74.10483333,2575,Tabio,Cundinamarca,1741154.30700893,-6114327.257891443,544857.1891297867,IDEAM,"16,8","9,5",0,"47,2",0,0,0,0,"74,7","70,9","188,6","2,3",0,0,0,"59,8","74,7","89,5","48,6",18,19,"86,2","66,5","17,9",1,"56,7","91,4","133,3","105,7","141,7","114,9","82,4","88,9","124,9","149,3",0,"89,8","30,7","99,8","64,7",73,"39,8","76,7","56,6","19,8",115,"76,7","82,9","3,2","21,4","27,4","95,9","139,2","117,1","62,4","31,6","22,6","84,9","189,5","45,6",14,"127,5","83,8","125,9","145,2"
CASABLANCA [21206060],Meteorológica Especial,4.717111111,-74.25333333,2575,Madrid,Cundinamarca,1725760.8187806618,-6120449.235855941,524724.9291528685,IDEAM,3,"21,9",0,0,"41,7","69,5","96,9","44,5","38,3","18,5",106,"27,3","23,5","70,8","104,2","92,3","139,3","99,8","47,5","103,2",46,"176,1","74,7","14,2","5,5",0,"67,5","145,2","85,6","162,5","70,4","29,1","75,2",85,"75,9","11,5","87,9","34,5","90,1","25,5","80,5","3,5","49,4","51,8","32,5","71,6","16,2","31,3","1,5",29,"85,2","84,6","130,5",94,"33,2","8,7","32,7","115,5","122,6","10,9",19,"73,2","99,6","150,1","73,8"
PRIMAVERA D' MATIMA [21206180],Climática Ordinaria,4.8055,-74.44347222,1850,Anolaima,Cundinamarca,1705027.4619088226,-6124659.445133832,534473.5984659229,IDEAM,"23,8","31,1","65,4","38,9","70,6","84,4","79,7","67,6","39,4","79,9","197,2","55,1","19,1",183,"173,3","208,8","199,5","129,2",22,"101,2","15,1","200,6","122,3","45,1","90,9","171,9","165,5","236,8","127,3","152,5","40,9","37,7","123,4","231,3","171,6","108,5","182,7","40,3","223,6",159,"66,6","54,6","87,5","20,6","7,5","93,4","93,5","74,3","46,3","85,7","89,4",121,"77,4","61,1","26,5","28,8","55,6",0,"123,9",0,0,0,0,0,0
C.UNIV.AGROP-UDCA [21206260],Climática Ordinaria,4.798638889,-74.04972222,2570,"Bogotá, D.C",Bogotá,1747291.7013128824,-6113548.91248549,533772.5146426864,IDEAM,0,77,0,0,0,0,0,0,"106,7","22,9","230,5",0,0,"41,4",151,0,"172,8","110,9","68,6","87,1","57,1","89,8","103,9",0,0,"128,2","80,6",0,"93,2","138,4",0,"60,8","89,3","92,4","93,4",0,"55,8","44,4","109,6",0,"58,1","26,1",0,"34,6","7,5","89,9","52,7",0,0,"48,1","38,2",0,84,"79,7",72,"20,6","43,8","194,1","208,2",0,0,"100,7","130,6","167,6",121
ACAPULCO [21206280],Climática Principal,4.64823,-74.32035,2680,Bojacá,Cundinamarca,1718798.31356585,-6123167.291508255,517088.14064941526,IDEAM,"44,6","45,2","52,7","38,6","93,6","61,8","73,8",34,"47,8","60,2","147,2","20,3","43,1","82,9","168,3","99,1","111,6","132,9","28,4","66,8","28,7","156,7","144,8","41,4","44,6","112,9",16,"125,1","77,3","119,6","44,1","40,1","84,1","181,2","87,9","36,8","93,1",18,152,"100,3",79,"3,3","62,2","14,3","26,4","45,2","87,2","50,6","2,9","91,4","24,6","125,7","65,8","65,7","28,4","9,2","44,1","123,5",129,"36,4","25,4","107,5","96,9","154,8","64,4"
INEM KENNEDY [21206560],Climática Principal,4.62543,-74.15606,2557,"Bogotá, D.C",Bogotá,1736371.3710903742,-6118293.16525212,514547.38238514337,IDEAM,0,"48,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,4",0,"99,8",0,0,"16,7","110,3",0,"55,4",0,0,"42,8","70,6",0,"35,3",0,0,0,0,96,103,0,0,0,"49,1",0,"160,1",0,0,"51,1","141,1",0,0
NUEVA GENERACION [21206600],Climática Principal,4.782222222,-74.09433333,2590,"Bogotá, D.C",Bogotá,1742578.4013446143,-6115073.5193663025,531952.3377888195,IDEAM,"53,4","81,6",37,"76,8",49,"88,8","100,3","32,1","100,7","46,7","45,7","45,4","47,7","56,5","189,1","109,7","149,8","148,1","56,7","96,9","66,7","246,9","121,9","50,9","12,3","128,1","137,1",155,"99,9","179,1","57,1","85,6","84,9","159,5","179,1","51,4","77,5","51,1","126,3","51,4","35,8","17,8","56,1","73,6","65,7","118,1","49,3","38,6","15,3","70,9","27,4","103,7","112,6","75,8","56,3","14,5","22,2","112,5","157,2","28,1","27,3","105,2","119,4","200,3","123,8"
COLEGIO SAN CAYETANO [21206650],Climática Ordinaria,4.516752778,-74.088222222,3100,"Bogotá, D.C",Bogotá,1744027.0061144084,-6117681.182813275,502525.9042559675,IDEAM,"22,9","39,9","61,9","35,3","102,6","148,9","127,9","86,2","91,4","54,3","158,3","38,9",42,"53,8","150,8","112,4","194,1","164,1","111,4","124,3","61,3","103,2","84,3","27,7",5,"138,6","102,7","79,3","126,9","112,3","81,8","48,1","73,7","122,8","121,6",59,"139,8","18,9","133,3","75,6","50,4","76,9","99,6","47,3","37,5","39,1","80,6","49,7","2,5","51,8",59,120,"183,7","116,9","114,4","46,3","63,3","169,4","187,2","25,9","51,6","101,2","116,8","85,1","107,2"
SANTA CRUZ DE SIECHA [21206980],Agrometeorológica,4.784277778,-73.87080556,3100,Guasca,Cundinamarca,1766557.6724859825,-6108698.568332081,532222.9930455261,IDEAM,"42,6",0,0,71,"107,7","168,7","225,8","41,2","108,6","117,4","141,1","14,1","26,3","50,3","140,1","62,7","174,5","150,2","162,1","178,5","67,8","166,2","46,9",25,"28,7","60,7",47,"116,6","146,8",163,"184,3","95,1","67,8","130,5","181,9",59,"73,7","33,8","222,8","109,6","86,4","132,1","145,6","122,2","73,7","86,7",84,"32,5",0,"52,4",49,"84,8","116,7","161,4","118,9","49,2","43,4","20,2","126,5","17,7",0,0,0,0,0
NARINO [21230060],Pluviométrica,4.398611111,-74.82555556,289,Nariño,Cundinamarca,1664691.029844184,-6137899.708773704,489192.2632535316,IDEAM,0,"68,4","183,5","142,1","59,8","117,1","70,5","121,9","30,1","101,4","224,5","85,5","97,4",80,"117,5","156,5","151,5","172,9","99,1","190,7","96,1","135,7","87,6","75,2","52,9","182,8","68,1","260,1","234,7","251,6","55,1","95,5","110,3","128,2","68,2","40,2","146,7","61,4","259,5","298,5","185,2","60,1","108,4","89,7","39,7","171,3","111,9",100,"48,5","54,9","65,7","159,2","145,9","103,2","62,7","9,9","125,6","81,1","84,9","49,5",0,0,0,0,0
SAN JUAN D RIOSECO [21230070],Pluviométrica,4.851277778,-74.62283333,1364,San Juan De Rioseco,Cundinamarca,1685604.0619404544,-6129086.293759537,539511.8428765782,IDEAM,"17,8","32,8","75,2","54,3","133,9","69,1","54,4","64,8",111,"56,9",164,"128,1","59,3","36,3","214,8","150,8",164,"120,7",19,"134,7",45,"218,2",179,"70,6","62,3","221,1","211,9","207,8","70,4","113,7","36,8","62,6","106,9","212,4",153,"92,3","101,8","72,9","132,3","249,6",94,4,"82,7","59,7","8,4","149,3","107,4",35,"58,7",85,"36,6","161,9","166,9","51,7","63,1","24,9","93,7","33,2","116,4","92,3",36,"104,8","233,9",167,0
ARRANCAPLUMAS [21230090],Pluviométrica,5.202152,-74.7292777,228,Guaduas,Cundinamarca,1673014.9713433401,-6127813.628492738,578326.0010255709,IDEAM,"37,8","76,5","83,7","38,6","128,1","118,2","97,8","106,8","53,2","117,1","175,6","125,8","58,8","71,2","90,4","176,6","77,7","132,6","44,6","238,4","157,1","414,9","228,9","58,3","42,5","192,2","204,5","334,8","160,2","177,9","110,1",53,"184,2","244,8","325,4","45,1","184,4",73,"239,6","235,7","251,9",76,"60,6","78,8","95,1","260,1","206,2","134,8",0,"123,7","43,2","284,1","319,7","191,6","139,9","108,7","201,3","183,6","114,4","137,4","29,8","96,3","237,7","170,4","158,8"
NARINO RADIO [21230110],Pluviométrica,4.387805556,-74.838166667,262,Nariño,Cundinamarca,1663357.0641365924,-6138328.921123734,487990.8091025871,IDEAM,"6,4",71,"202,4","151,9","72,2","90,4","74,8","145,4","28,1","87,2","285,5","75,8","97,7","52,2",143,"107,5","193,6","220,7","99,3","268,9","72,6","169,1","169,8","69,2","50,9","182,1","32,2","181,9","126,8","227,2","47,1","114,5","55,1","99,9","38,9","20,1","116,7","92,8","228,2","350,9","182,8","34,1","131,3","86,4","33,9","147,9","99,5","80,1","51,2","28,8","29,7","216,7","131,9",217,"79,4","5,7","107,8","87,9","91,4","31,1","27,5","148,8","455,8","276,6",178
LA BELLEZA [21230120],Pluviométrica,4.985388889,-74.58111111,1200,Chaguaní,Cundinamarca,1689682.9346377454,-6126465.57100275,554374.9719972655,IDEAM,"29,5","74,1","66,5","82,5","119,5","99,5",131,110,"82,5",81,179,"236,2",95,144,"306,1","290,9",187,"174,5","29,3","190,7","56,5","343,7","260,6","249,5",65,"258,4","352,7","323,6","89,2","226,7","71,5","42,5",132,"310,4","327,9","211,7","174,7","68,5","322,9","220,4","92,5",38,"107,3","51,5","33,5","292,7","124,1","151,5",49,"98,5",71,"361,9","152,4","67,9","44,5",33,"69,5","65,5","351,5","164,9",105,"328,9","322,8","227,1","200,8"
JERUSALEN [21235010],Climática Ordinaria,4.561805556,-74.70238889,297,Jerusalén,Cundinamarca,1677509.280069417,-6132945.826650511,507304.91785313614,IDEAM,30,40,"56,9","48,8",36,"86,8","61,6","63,1","43,5","77,5","229,4",124,"37,7","73,9","174,8","68,2","180,9","175,8","30,3","126,6","116,8","171,4","70,1",42,"43,8",106,"137,5",239,143,"111,5","87,4","31,1",91,"159,2","72,9","117,6",70,0,0,0,0,0,31,"9,6","6,6","14,2","5,9",4,"1,4","3,3","3,6","16,2","17,1","3,7","2,6","0,7","7,8","11,1","9,6","5,3","1,1","17,9","10,1","55,5",15
NARINO - AUT [21237010],Limnigráfica,4.387777778,-74.838375,277,Nariño,Cundinamarca,1663338.718088162,-6138349.633006084,487988.87340264523,IDEAM,"6,4",71,"202,4","151,9","72,2","90,4","74,8","145,4","28,1","87,2","285,5","75,8","97,7","52,2",143,"107,5","193,6","220,7","99,3","268,9","72,6","169,1","169,8","69,2","50,9","182,1","32,2","181,9","126,8","227,2","47,1","114,5","27,8","99,9","38,9","20,1","116,2","82,8","228,2","350,9","182,8","24,1","131,3","87,1","29,2","152,6","99,5","80,1","51,2","28,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPARRAPI [23060110],Pluviométrica,5.352194444,-74.49477778,1270,Caparrapí,Cundinamarca,1697947.4348670775,-6120434.365028863,595055.631682946,IDEAM,0,0,"55,4","54,4","106,3","22,2","13,6","40,3","48,3","149,3","150,2","62,3","30,3","76,3",242,215,"219,6","144,4","42,5","195,6",187,"321,6",126,"85,1","57,1",150,"220,6",237,"120,4","204,8","99,4","88,1","252,8","296,8","303,9","89,4","177,3","134,8","115,8","269,2","37,4","46,4","80,2",53,65,"285,4","263,2","203,4","34,6","57,6",85,"291,5","223,4","193,4",0,0,0,0,0,0,0,0,0,0,0
EL TUSCOLO [23060140],Pluviométrica,5.069444444,-74.608055556,985,Guaduas,Cundinamarca,1686527.137059033,-6126262.305441166,563678.7466355171,IDEAM,"30,1","26,3","63,5","63,5","96,2",147,"142,2","123,2","108,9",109,140,"134,8","52,9","56,9","245,3","216,8",154,"155,5","25,1",67,"37,6","247,3","272,6",93,59,"144,3","393,9","168,5","83,4","134,1","50,4",34,"178,9","190,9","295,2",94,"146,6","95,8","206,8","82,3","92,3","10,2","15,4","29,6","22,4","115,3",179,"68,3","68,9","66,1","24,5","238,5","262,5",0,0,0,0,0,"151,9",0,0,0,0,0,0
PUERTO LIBRE [23060150],Pluviométrica,5.758093,-74.630157,157,Puerto Salgar,Cundinamarca,1682028.199345218,-6119143.017974804,639925.0183420054,IDEAM,"4,4","107,8","334,2",229,"247,1","142,7",101,"95,1","243,7","127,6","294,4","104,1","145,2","53,4","267,1","257,9","328,9","170,7",73,340,223,"314,9","226,6","67,9","84,1","93,9","283,6","222,2","202,9","201,6","145,5","75,4","148,6",214,"226,2","40,9","70,9",61,"263,9","210,6","310,3","48,1","50,4","144,9","165,7","200,3",211,"92,8",0,"108,4","94,1","201,8","176,4","205,1","73,2","173,1","266,3","267,9","235,6","115,5","57,1","135,5","135,3","244,2","179,8"
SAN PABLO [23060160],Pluviométrica,5.485083333,-74.46241667,1200,Caparrapí,Cundinamarca,1701011.0935971723,-6118061.079230228,609778.8806060443,IDEAM,"15,7",124,"244,1","295,9","221,6","301,2","169,7","148,5","113,1","146,1",233,"85,8","163,7","161,8","357,1","140,2","288,1","382,9","113,9","264,8","150,5","340,8","241,9","152,8","88,1","136,1","268,8","392,4","133,5","244,9","205,4","196,8","207,6","144,4","322,8","65,3","105,7","145,2","180,8","218,7","188,2","90,4","200,3","115,1","101,7","194,8","83,1","140,7","10,1",0,0,0,"267,2","114,5","33,3","92,2","137,5","162,3","198,2","141,8",0,0,0,0,0
LA PALMA [23060170],Pluviométrica,5.349361111,-74.38911111,1462,La Palma,Cundinamarca,1709291.39686037,-6117504.995782308,594759.4383511943,IDEAM,"33,2","123,2","140,9","169,5","107,7","352,2","174,4","131,4","143,8","200,8","252,3","150,9","89,4","141,6","228,4","250,8",318,"282,8","64,8","247,9","150,9","373,5","254,5","85,5","9,5","177,6","359,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,2","86,2","144,4","94,9","67,7","133,1","56,9",7,"40,1",59,"386,5","212,5","111,5",34,56,39,"97,8","33,5","97,9",0,0,0,0,0
EL PEÑON [23060180],Pluviométrica,5.253444444,-74.2945,1400,El Peñón,Cundinamarca,1719641.144535378,-6115564.634413383,584119.6091811489,IDEAM,"23,3",277,"309,3","188,1","197,3","144,5","159,4","264,2","115,3","121,3","229,5","285,2","96,9","144,5","304,5","304,2","343,3","227,1","36,1","138,3","244,4","431,6","313,3","230,1","85,3","370,7","632,1","248,1","189,5","174,7","174,8","152,3","205,5","235,7","337,7","271,8","363,2",218,"197,9","335,7","187,8","60,3","88,1",70,110,"455,4","176,2",271,"75,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTICA [23060190],Pluviométrica,5.196083333,-74.4855,497,Útica,Cundinamarca,1699159.9345822409,-6120957.091221115,577677.557601293,IDEAM,"0,4","22,7","75,6","15,1","93,2","34,1",53,"71,6","44,6",59,"71,2","152,6","79,7","47,1","150,3","126,5","122,2","207,1","32,8","40,6","136,2","282,6","88,5","96,4","42,3",165,"199,7","232,4","161,8","61,2","93,6","58,3","162,7","234,8","199,9","58,5","140,5","139,2","196,5","135,3","56,1","23,8","49,7","24,1","24,7","274,1","120,9","265,5","39,5","143,6","65,4","135,4","160,3","98,9","49,4","55,1","117,5","73,8","174,3","134,4","19,4","139,6","101,6","215,3","318,7"
SUPATA [23060200],Pluviométrica,5.059694444,-74.239166667,1798,Supata,Cundinamarca,1726180.7794952756,-6116148.608567693,562669.1539435874,IDEAM,"32,4",96,"221,2","184,9","78,7","77,7","85,8","108,8","98,1","70,1","335,7",105,"19,3","117,2","364,9","228,9","361,2","223,3","30,9","141,1","80,7","364,2",197,124,"261,1","297,9","278,4","282,2","133,4","90,8","64,4",75,"139,9","252,9","362,3","117,6","341,4","107,4",275,"260,3","138,2","50,1","24,7","33,2","126,6","328,6",198,"112,4",33,"148,3","61,3","238,9","105,7","114,2","39,4","22,5",32,"289,9","376,5","94,7","78,8","319,5","279,2","385,8","133,6"
FINCA CHILAGUA [23060260],Pluviométrica,5.064638889,-74.38202778,1500,Nocaima,Cundinamarca,1710832.4503376503,-6120100.982262566,563191.2671885872,IDEAM,"12,6","155,6","174,9","149,5","80,6","109,7",113,"160,9","89,5","148,8","234,9","187,1","151,7","81,1","345,8","233,5","221,7","218,4","50,8","143,9","54,4","324,5",315,"182,2","105,4","265,8","419,1","410,2","166,3","182,6","73,2","24,4","170,4","220,6","297,9","155,9","361,9","168,4","207,6","130,4",101,"46,2","74,9","37,3","35,1","330,2","126,8","169,7","170,2",183,243,"308,7","238,7","103,8","35,4","33,9","100,8","215,8",389,"212,2","85,3","224,9","177,6","451,6","162,8"
EL SILENCIO [23060290],Pluviométrica,4.973166667,-74.41205556,1425,Sasaima,Cundinamarca,1707844.1282734007,-6121783.049882757,553038.7857086716,IDEAM,"61,4","148,3","265,6","178,6","121,6","144,4","91,3","121,5","87,6","89,7","389,6","400,9","64,9","183,6","375,8",300,"131,6","214,3","44,2","170,3","169,9",411,"448,6","229,8",202,"258,7","574,4","511,8","254,5","303,8",60,"51,6",221,"355,1","432,8","252,6","274,5","207,9","373,8","259,8","91,1","74,4","83,9","52,7","37,4","238,2","125,5","207,8","177,3","261,1",0,0,0,"183,1","60,2",31,"37,8",0,"393,1","211,1",0,0,0,0,0
LA ESTANCIA [23060370],Pluviométrica,4.966666667,-74.36666667,1280,La Vega,Cundinamarca,1712671.1484320306,-6120349.467951385,552305.2151562315,IDEAM,39,"116,6","234,5","163,2","202,6",114,"88,8","89,1","120,8",133,"506,3","258,8","46,1",289,347,"282,2","191,3","257,6",45,"253,1","152,1","389,9","557,8",272,134,"516,8","420,5","407,8","177,6",164,"146,3","99,3","217,8","400,8","429,3","217,3","311,7",308,"326,5","259,9","143,5","40,5","56,4",45,"20,4","256,8","278,1",151,"66,5","160,2","199,1","179,6","216,6",128,29,13,23,"142,3","261,1","205,7","90,5",339,"336,9","400,8","267,7"
YACOPI [23065110],Climática Principal,5.48121,-74.35125,1347,Yacopí,Cundinamarca,1712928.8816752022,-6114929.806980542,609363.6368434511,IDEAM,"39,3","179,9","308,7","186,7","230,2","354,1","355,1","198,7","258,3","227,2","228,5","72,1","191,2","161,7","410,8","393,5","390,7","302,8","290,6","354,1","241,1","324,3","216,1","127,8","56,7","171,7","375,8","457,6","270,8","394,8","540,9","396,5","360,5",201,"306,7","76,2",113,"208,1",0,0,0,0,0,0,0,0,0,0,0,0,106,"301,2","452,1","352,9","127,5","76,8","134,9","192,3","202,4","176,6","113,4","311,5","191,8","440,7",328
PAIME [23120240],Pluviométrica,5.371388889,-74.15463889,138,Paime,Cundinamarca,1733889.2728986933,-6108970.315866829,597077.4531398892,IDEAM,"64,1",76,"280,7","211,7","158,4","117,8","189,5","159,7","165,1","221,7","364,1","381,5","125,8","226,4","278,8","406,6","254,9",282,"75,2","203,2","241,4","368,5","227,1","222,8","116,4","326,3","469,3","252,7","265,3","290,4","147,3","119,7","277,2","311,5","278,4","195,5","283,5","338,7","400,7","225,4","194,7","78,1","107,8",132,"56,3","233,7","211,1","144,5","63,8",107,"132,1","236,1","204,5","228,6","77,8",44,113,"229,1","406,8","178,9","92,2",307,"213,3","339,9",129
