Nombre,Tipo,Latitud,Longitud,Elevacion,Municipio,Departamento,X,Y,Z,Entidad,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05
FOPAE - IDIGER,PM,4.674932,-74.113609,2555,"Bogotá, D.C",Cundinamarca,1740781.1132131258,-6116573.215644412,520041.81683382374,IDIGER,"11,1","74,2","92,1","65,8","72,5","90,7","129,4","69,6","134,1","59,7","163,5","106,7","32,8","59,3","191,7","106,8","155,5","155,1","43,7","165,3","105,9","195,2","200,3","30,5",32,"210,2","135,6",276,"153,8","228,6","57,8","52,8","76,1","217,5","130,5","44,9","117,3","35,8","119,8","65,3","115,8","22,3","51,2","42,2","64,5","96,1","79,1","45,4","14,3","38,7","42,2",125,"120,7",119,57,"10,5","64,4","147,5","207,6","38,5","29,2","106,2",175,"190,4","143,5"
Colegio Carlo Federici(IED),PM,4.67168,-74.15894,2577,"Bogotá, D.C",Cundinamarca,1735955.3275553738,-6117998.043948693,519682.65680677944,IDIGER,"5,1","40,2","54,9","44,2","67,3","75,4","107,4","50,8","78,1","19,6","142,2",27,"21,2","43,7","104,3",118,"173,2","108,9",72,"142,5","82,8","159,6","147,5","18,3","8,3","66,9","60,1","176,7","91,6","166,6","48,4","54,9","73,8","155,4","118,7","15,3","90,1","17,6","113,5","72,2","80,8","15,7","54,1","59,1","58,8",99,"34,5","60,9","8,8","23,2","45,7","109,9","144,1","125,2","44,3","11,5","70,9","100,8","142,6","25,3","12,9","52,5","167,7","169,4",120
Colegio La Felicidad(IED),CO,4.656,-74.13111,2584,"Bogotá, D.C",Cundinamarca,1738967.5189769994,-6117297.407378286,517942.8127635532,IDIGER,"8,9","55,3","50,9","57,6","58,2",92,"103,8","36,8","63,5","20,6","135,5","70,3","21,9","29,3",102,"85,1","99,1","92,3","38,3","164,7","76,8","152,6","170,8","15,9","12,9","98,3","92,9","150,1","138,5","156,5","50,3","51,9","57,3","135,3","83,5","23,9","114,7","9,7","111,7","70,7","95,8","12,5","39,6","36,8","56,5","101,1","54,9","40,6","14,4","20,7","33,3","86,3","124,7","127,1","43,2","11,5","57,2","105,8","141,2","23,1",9,"61,2","135,2","152,8","107,7"
La Ramada R�o Bogot�,HMT,4.70289,-74.17725,2561,"Bogotá, D.C",Cundinamarca,1733918.3211913106,-6118263.886604083,523145.40418238926,IDIGER,0,333990246,349076360,345468811,349060362,329638790,357075360,357075360,345556800,357075360,345548801,349156350,357075360,322519680,357075360,345556800,357075360,345548801,357075360,357075360,345548801,357075360,345540802,357075360,357059362,322519680,357075360,345556800,357043364,345548801,357051363,357075360,345556800,357059362,345556800,357067361,357027366,322479685,"64336076,4","62,9","49,2","14,8","62,7","53,6","47,7","83,7","44,5","44,3","3,8","15,8","17,3",133,"115,2","157,1","70,1","7,6","35,5","120,9","136,6","19,1","13,6","60,2","143,2","168,4","157,2"
Colegio La Chucua (IED),CO,4.60356,-74.148507,2562,"Bogotá, D.C",Cundinamarca,1737232.7799400438,-6118257.499920235,512120.14614293416,IDIGER,0,0,0,0,0,0,"69,07","41,97","78,75","47,68","150,13","37,8","24,03","33,68","132,99","81,9","115,08","109,43","29,75","81,69","48,57","151,07","136,23","10,64","3,57","100,24","35,27","130,57","79,03","160,37","65,41","46,8","78,67","163,88","101,9","8,08","85,78","13,08","114,65","79,62","56,75","19,87","63,89","47,57","56,98",100,"54,7","43,3","9,6","41,2","33,9","115,7","93,2","119,7","42,3","25,9","47,5","115,2",181,"17,7","31,5","62,5","130,7","130,9","72,3"
Colegio Sorrento (Sede B San,PM,4.619586,-74.11322,2561,"Bogotá, D.C",Cundinamarca,1740960.976001066,-6117047.452541726,513899.0098194998,IDIGER,"14,7","88,5","73,8","47,6","50,7","67,4",76,"30,9","91,8","37,8","165,9","117,2","23,1","47,3","170,6","91,5","132,5","152,7",34,"141,8",61,"184,7","122,8","11,3","32,4","177,5","79,2","135,5","98,2","184,2","85,7","51,2","76,7","146,6","160,4","68,4","111,4","15,2","124,2","86,7","47,6","15,8","72,5","48,4","64,8","116,2","55,9",52,14,"54,4",30,133,"125,1","99,9","53,2","17,3","51,9","141,1","229,6","28,5","31,4","109,6","171,9","176,4","139,6"
Colegio Gustavo Restrepo (IED,PM,4.575873,-74.106178,2578,"Bogotá, D.C",Cundinamarca,1741824.2900673607,-6117225.032740742,509047.97071092797,IDIGER,0,0,0,0,0,0,"53,34","35,44","88,46","39,15","216,02","112,02","11,13","37,61","125,96","91,06","182,39","105,94","46,59","134,66","61,81","204,31","109,72","38,17","13,54","132,7","95,69","118,84","88,41","139,16","76,84","48,06","77,67","179,06","132,32","58,57","147,07","21,78","155,54","84,5","55,88","21,95","74,88","51,2","37,49","80,64","53,62","52,5","2,4","84,5",77,"156,7","107,5","119,2","48,4","23,3","64,9","143,7","198,2","36,9","31,1","110,7","189,2","161,9","90,3"
Molinos,HMT,4.55322,-74.10789,2590,"Bogotá, D.C",Cundinamarca,1741699.7567339449,-6117481.672165375,506534.1861168464,IDIGER,"47,3","51,2","43,9","29,7",57,"70,4","70,8","33,1","53,2",28,"213,2","81,9","9,6","37,5","98,7","72,3","180,1","116,2","40,6","82,1",31,"146,3","93,2","27,7","9,3","78,8","102,4","122,7","107,1","124,9","55,1","45,6","50,7","117,3","133,7","80,7","80,5","15,4","187,2","80,9","69,3","24,8",84,"42,9","37,6","55,7","41,2",64,"2,3","111,3","122,7",162,"92,5","89,5","45,8",19,58,"149,5",237,"30,3",22,"86,4","129,3","128,4","61,9"
Colegio Alemania Unificada,CO,4.555765,-74.09667,2741,"Bogotá, D.C",Cundinamarca,1742932.763559153,-6117263.602157443,506828.7079943579,IDIGER,0,0,0,0,0,0,0,"8,95",0,0,0,"3,31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"122,19","142,65","111,49","143,49","73,21","58,08","27,2","152,04","144,71","130,54","121,73","32,06","184,54","78,98","56,18","51,66","86,02","59,09","44,29","67,83","53,62","103,7","1,5","102,3","148,1","178,1","104,3","93,8","58,1",23,63,"148,9","268,6","35,3","27,1",125,"166,9","185,2","83,5"
Colegio El Manantial (IED),CO,4.56144,-74.07482,2877,"Bogotá, D.C",Cundinamarca,1745288.897594721,-6116680.54495459,507469.53381000285,IDIGER,"57,1",121,"137,8","56,6","78,6","133,4","119,5","68,1","80,5","32,3","320,2","88,3","23,9","34,1","119,5","127,3","260,6","146,3","126,9","130,9",50,"202,1","137,2","35,7","10,3","189,8","143,7","150,1","125,3","141,1","116,8","68,1","86,8","204,8","167,9","100,4","180,9","47,9","210,9","135,9","72,3","66,3","122,9","81,8","42,8","108,4",142,"118,8","2,4",122,"149,5","148,7","138,4","118,8","93,1","30,1","70,5","198,6","302,2","45,5","36,5","146,9",223,"202,9","113,4"
Colegio La Belleza (IED),CO,4.53059,-74.09244,2949,"Bogotá, D.C",Cundinamarca,1743502.0813933772,-6117547.894112725,504050.276265396,IDIGER,"40,1",88,79,"39,2","74,6","72,4","121,2","72,6",62,"31,4","272,4","42,8","15,2","28,6","107,9",88,"156,5",155,"132,2","143,8","42,6","117,2",53,"11,7","5,1","151,7","109,7","158,3","94,9","151,6","123,6","64,3","68,8","122,2","136,2","120,5","113,3","36,1","208,2","92,6","64,4","72,2","148,3","81,6","46,2","71,9","71,1","94,6","2,4","63,7","105,9","141,7",140,"118,7","99,1","28,4","69,8","133,6","187,5","23,3","16,3","139,7","187,8","135,3","105,9"
Colegio Los Alpes (IED),CO,4.55257,-74.08373,2875,"Bogotá, D.C",Cundinamarca,1744358.6551453914,-6117025.438212933,506484.6490361231,IDIGER,"51,1","94,5","101,6","50,6","77,4",126,100,"59,4","71,6","27,1","269,8","87,8","19,3","40,5","154,4","97,2","213,8","148,4","104,4","139,1","49,7","185,5","111,7","20,8","9,8","176,3","133,2",164,"119,1","135,6","80,9",59,"67,9","162,8","169,2","122,8","155,7","45,2","206,8","98,6","64,4","66,1","121,8","84,6","43,1","89,1","95,4","147,2","2,3","109,3","148,3","158,2","126,4","111,3","80,9",26,"62,9","172,6","274,7","44,1","23,2","154,8","154,8","178,4",98
Colegio Moralba Suroriental (,PM,4.54294,-74.08031,2971,"Bogotá, D.C",Cundinamarca,1744773.352920344,-6117095.110401549,505423.14002966066,IDIGER,"50,1","124,1","106,3","56,3","99,6","159,4","145,8","86,1","80,8","38,6","347,9",85,"29,1","51,2","168,7","118,1",218,"189,5","116,5","174,7","53,6","158,3","85,3","15,4","13,9","165,6","147,8","183,8","142,8","175,5","156,3","88,9","94,1","186,3",174,"106,2","144,4","55,5","258,8","127,9","82,9","104,1","181,7","114,4","55,8","75,2","125,7","145,5",3,"115,2","141,9","171,2","169,9","154,6","128,9","40,1","90,6","184,9","299,9","42,2","28,5","169,9","212,6","203,2","128,5"
La viga,CO,4.56587,-74.03135,3450,"Bogotá, D.C",Cundinamarca,1750075.4263731071,-6115866.043561354,508006.95093256526,IDIGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"49,7",255,240,"105,4","129,6","44,5","254,2","156,2","55,8","56,8","101,2","100,7","71,6","43,3","124,2",114,"1,2","113,7","88,4","86,4","142,2","129,1","97,8","41,1","69,9","126,2","220,6","34,2","16,4","57,1","169,4","157,4","118,5"
Vitelma,CO,4.57515,-74.07175,2777,"Bogotá, D.C",Cundinamarca,1745555.9064499522,-6116374.223969548,508983.5843778529,IDIGER,"16,4","126,2","118,6","48,6","50,4","114,6","115,1",57,"77,7","49,5","337,9","115,7","32,8","26,3","124,2","155,5","286,4","133,2","119,7","133,3","43,4","202,4","171,4","48,5",12,"208,5","142,9","109,4","125,2","145,7","110,4","64,7","113,5","231,3","186,7","127,4","173,8",58,"208,1","162,6","105,4","78,4","132,7",76,"57,2","124,3","116,7","106,6","3,3",94,"143,9","145,4","117,1",121,89,"28,4","93,4","200,7","260,2","26,4","33,3","196,8","207,6","168,7","103,7"
Colegio Los Pinos (IED),PM,4.58781,-74.06813,2779,"Bogotá, D.C",Cundinamarca,1745911.9749161638,-6116157.549196031,510389.15703851427,IDIGER,"44,2","151,4","125,9","35,9","61,7","93,1","96,6","35,7","82,6","27,3","280,8","106,8","38,6","35,2","126,7","147,5","256,2","140,2","87,2","147,7",34,"219,6","169,8","37,4","18,9",179,"94,2","124,1","103,1","129,5","89,4","45,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,8",6,"154,8","112,4","163,1","102,2"
Colegio Manuel Elkin Patarroy,CO,4.61823,-74.06439,2672,"Bogotá, D.C",Cundinamarca,1746207.2774040136,-6115679.588239586,513757.4277559811,IDIGER,"59,8","126,3","135,5","36,8","60,5","78,4","90,4","34,8",77,30,"274,9","119,8","49,4","42,8",116,"164,6",203,"141,3","47,7","97,4","33,4","177,7","137,1","32,5","28,7","105,3","54,5",190,"110,3","141,4","82,5","48,9","139,4","304,3","214,2",145,"222,2","54,4","230,2","119,8","123,6","32,4","63,6","64,8","49,6","143,7","136,4","112,8","14,7","114,8","131,3","192,8",86,"79,8","54,2","17,2","72,9","194,5","321,3",65,"47,7","125,4","224,8","194,4","106,6"
Guadalupe,CO,4.59157,-74.05471,3227,"Bogotá, D.C",Cundinamarca,1747457.9469952672,-6116145.610419813,510842.42113605695,IDIGER,"83,4","216,3","177,7","40,9","104,1","117,1","125,7",57,"78,1","36,5","203,1","77,2","48,7","45,3","146,1","121,2",287,"158,6","124,6","158,1","50,9","223,8","114,6","23,5","40,7","172,7","82,9","147,3","90,1","149,1","105,7","63,1","111,4","358,1","229,8","132,6","249,3",76,"250,1","152,9","105,5","88,1","140,7","87,9","38,1","89,6","174,4","103,8","2,3","111,1","107,1","161,4","117,5",138,"96,3","32,2","83,7","183,6","3622,9","46,7","58,6","140,8","185,3","163,2","109,9"
Chicu R�o Bogot�,HMT,4.75371,-74.12566,2564,"Bogotá, D.C",Cundinamarca,1739299.8078780128,-6116254.30780664,528785.9176406327,IDIGER,0,326007244,349084359,345500807,349044364,337349826,357075360,357075360,345556800,357075360,345556800,349156350,357075360,322519680,357075360,345556800,357059362,345556800,357075360,357075360,345548801,357075360,345532803,357075360,357059362,322519680,357075360,345556800,357043364,345540802,357051363,357075360,345556800,357051363,345548801,357051363,357059362,"318000245,4","130,4","56,5",42,"18,7",43,"54,2","41,4","167,5","74,1","32,1","6,6","70,1","58,4","114,8","89,5","122,5","54,8","11,9","39,6","113,5","190,9","38,2","13,9","88,3","145,7","153,3","99,6"
Colegio 21 �ngeles (IED),CO,4.749234,-74.08073,2614,"Bogotá, D.C",Cundinamarca,1744120.4872327803,-6114976.133201104,528293.3043043677,IDIGER,"31,5","84,8","53,6","91,6",70,"85,4","45,4","55,3",165,"28,9","235,7",95,"25,1","109,4","132,7","120,5","185,1","141,7","65,7","89,8",72,"336,8","122,5","93,2",31,"201,5","104,1","171,5","132,8","105,2","64,1","79,2","113,3","229,4","176,1","41,8",99,"94,6","90,4","80,6","102,3","22,7",33,"65,8","69,9","147,6","80,5","74,5","7,7",142,"84,6",158,"87,4","119,8","67,3","16,1",34,"171,9","269,1","57,3",25,"165,4",121,"124,6","85,9"
Colegio Alberto Lleras Camarg,CO,4.743304,-74.102293,2556,"Bogotá, D.C",Cundinamarca,1741818.1558896438,-6115629.054451382,527630.3779169644,IDIGER,"31,3","59,1",84,56,"69,5","74,6","72,2","54,7","65,8","106,6","222,31","73,37","18,01","72,73","128,12","144,57","180,5",106,"25,99","82,31","57,13","224,24","105,26","54,79","29,44","169,42","83,36","187,99","105,63","166,28","64,73","69,91","117,7","249,04","170,35","57,43","91,27","93,97","142,41","52,2","54,36","16,93","48,07","50,21","81,4","169,7","62,9","37,1","18,5","96,3","56,8",150,"89,8","115,3","50,7","12,5","30,9","132,1","243,7","39,1","34,6","127,4","147,4","133,9","107,8"
Colegio Gustavo Morales Moral,PM,4.716619,-74.064401,2553,"Bogotá, D.C",Cundinamarca,1745928.7448843252,-6114708.540352461,524668.5021153697,IDIGER,"56,4","198,6","101,8","78,3","93,6","89,8","81,1","38,6","112,7","19,45","211,53","157,17","8,1","54,6","131,6","138,4","145,4",164,"31,5","125,6","39,2","188,5","203,5",105,"26,8","198,7","106,2","162,1","94,9","158,3",65,"51,6","60,9","215,1","225,1","67,6",147,"43,6","59,1","76,6","128,7","18,5",59,51,"58,8","105,4","99,2","80,5","14,9","77,6",59,"156,2","79,3","110,1","46,8","11,4",65,"186,8",206,"88,5","31,5","156,9",183,"218,6","96,1"
Colegio Nueva Zelandia (IED),PM,4.76587,-74.04681,2561,"Bogotá, D.C",Cundinamarca,1747683.5927317943,-6113743.9907718515,530135.1868182946,IDIGER,"25,5","123,2","57,3","74,8","64,8",71,"57,1","41,4","132,2","31,3","228,7","81,8",14,"73,9","152,1","121,8","148,4","134,8","43,3","75,4","49,8","173,6","137,6","65,9","22,6","219,4","165,8","159,8","127,3",179,"62,9","58,9","63,5",189,221,"81,8","123,5","72,8","104,7","99,2","90,9","25,5","53,4","61,1","29,8","85,6","64,7","67,8","1,2","57,1",47,"140,3","99,8","88,7","53,2",12,51,"156,9","337,7","57,7","30,2",146,"201,3","162,8",123
Escuela Colombiana de Ingenie,PM,4.783620954,-74.0459737,0,"Bogotá, D.C",Cundinamarca,1747026.1215985643,-6111106.491046445,531891.5768523621,IDIGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,4","57,9",49,"102,3","193,9","179,8","124,1"
NAZARETH,CO,4.17279,-74.14742,3350,"Bogotá, D.C",Cundinamarca,1738566.183822018,-6122511.474550736,464345.8873044919,IDIGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,3","55,8","60,3","0,1","0,5","8,1","117,9","223,2","148,7","139,8","95,7","103,7","114,7","95,3","23,1","43,9","84,5","91,9","200,1","181,3"
Casas Fiscales Artiller�a,HMT,4.556439,-74.125173,2567,"Bogotá, D.C",Cundinamarca,1739840.3096464188,-6117957.333926398,506889.70960381295,IDIGER,"72,8","72,5","52,3","35,5","66,3",91,"71,6","29,1","54,1","32,7","221,2","53,8","10,5","30,4","94,8","77,8","195,2","108,5","45,2","101,9",47,"153,1",88,"29,1","7,1","69,7","115,7","145,7","84,3","158,1","77,5","57,6","55,1","148,7",107,"45,5","58,6","15,5","175,9",88,59,"26,7","81,3","37,3","43,6","64,3","49,8","44,3","12,4","98,6","88,8","160,6","97,5","93,9","47,8","24,2","63,3","170,4","198,7","40,2","29,6","76,1","106,8","153,6","83,9"
Colegio Rafael Uribe Uribe (I,PM,4.583176,-74.132461,2564,"Bogotá, D.C",Cundinamarca,1738996.4136468375,-6117947.522408504,509857.5500361431,IDIGER,0,0,0,0,0,0,"15,39","43,58","76,21","68,49","157,62","67,87","11,96","30,72","100,37","69,18","132,58","129,97","34,5","110,14","69,83","160,25","111,24","13,78","6,92","112,14","68,99","130,15","78,59","128,05","69,86","53,14","79,91","135,57","117,78","13,5","100,37","10,5","109,11","66,56","46,55","23,35","70,74","44,38","30,99","121,7","34,2","35,1","11,2","54,9","36,4","100,5",90,"137,8","43,7","24,1","47,2",110,"164,1","30,1",39,"95,5","143,1","157,1","95,9"
San Benito R�o Tunjuelo,HMT,4.563653028,-74.13845001,2564,"Bogotá, D.C",Cundinamarca,1738404.289266264,-6118296.021726787,507690.3126124154,IDIGER,"0,2","0,9","12,7","43,1","15,3","40,2","75,5","33,5","56,6","51,5","121,5","35,7","9,1","21,9","86,4","48,4","157,6","102,7","36,1","107,8","47,3","114,8","84,9",9,"4,1","37,8","67,1","46,3","68,2","44,9","67,9","45,6","47,8","99,3","76,5","24,8","51,5",7,92,78,"48,3","27,4","67,2",35,"32,8","48,7","43,1","33,8","5,8","66,3","38,7","94,9","76,4",89,"29,9","17,8","43,7","122,6","137,6","0,3","0,6","60,1","92,6","122,6","78,2"
Cerro Norte,CO,4.73254,-74.01871,2766,"Bogotá, D.C",Cundinamarca,1750822.6513349982,-6113377.967393104,526453.0773225238,IDIGER,"27,3","155,9","141,8",74,"68,5","66,7","84,9","70,9",96,"33,1","333,9","65,5","29,7","92,1","199,8","135,4",160,"100,1","48,7","125,7","50,6","216,3","153,6",148,"25,1","203,1","138,4","226,5","119,7","163,1","90,4","58,7",64,"182,4","166,5","165,4","263,2","53,8","268,6","159,8","138,3","44,1","74,7","76,2","54,9","67,1","59,5","169,1","2,2","52,7","49,4","122,3","92,9","86,7","68,8","22,6","88,1","126,1","407,2",97,"18,8","190,6","259,9","206,7","150,9"
Colegio Agust�n Fern�ndez (IE,CO,4.72911,-74.02383,2612,"Bogotá, D.C",Cundinamarca,1750242.7766174641,-6113417.137862512,526059.6909280416,IDIGER,"54,4","160,9","114,8",73,"53,2","55,2","70,8","68,9","74,4","23,3","332,7","68,9","16,3","93,1","153,5","96,7","100,9","99,3","33,2","103,9","42,6","179,5","182,3","137,5","30,3","186,4","179,3","201,4","111,7","148,8","72,1","51,2","65,2","192,3","172,3","173,4","262,7","58,6",212,"164,8","127,3",29,"57,3",74,57,"67,8","55,7","117,3","1,8","57,9","53,1","115,6","100,3","75,8","59,4","19,4","97,2","135,3",278,"108,7","11,7","155,4","220,4","210,5","140,6"
Colegio Friedrich Naumann (IE,CO,4.74943,-74.02285,2601,"Bogotá, D.C",Cundinamarca,1750292.8607022252,-6113196.916455221,528313.9805335595,IDIGER,"41,1","161,7","128,3","77,2","54,4","73,9","72,3","37,1","23,6","35,8","318,4","65,6",27,"68,9","190,1","133,9","207,8","109,9","35,8","94,2","39,6","205,6","181,6","77,7","54,4","166,8","116,9",242,"121,3","154,4","81,2","60,3","66,5",196,"187,7","160,4","258,1","71,3","170,7","135,4","82,8","29,3",66,"66,9",47,"74,1",44,122,"3,1","40,9","55,3","155,6","71,8","83,4","56,5","14,7","85,3","106,5",329,"104,5","23,2","143,3",243,"215,5","110,9"
Colegio Uni�n Colombia Sede A,CO,4.75947,-74.02752,2600,"Bogotá, D.C",Cundinamarca,1749768.8112764547,-6113249.502128887,529428.1532107815,IDIGER,"26,3","145,2","98,7","62,8","60,1","79,4","66,2","33,2","89,4","29,8","310,1","56,9","15,9","72,5",188,"139,4","174,4","122,2","42,1","76,3","36,7","202,6","139,1","64,8","45,7","183,1","116,2","178,2","107,3","117,4","64,8","48,2","74,5","161,8","177,6","81,6","158,6","67,4","111,6","127,4","75,5",22,"55,3","49,8","38,2","70,2","44,1","93,9","1,6","32,9","24,7","120,8","70,6","76,8","49,1","13,1","68,4","102,7","256,4","69,8","19,6","159,1","232,7","151,4","82,3"
El Codito,CO,4.763457,-74.021772,2730,"Bogotá, D.C",Cundinamarca,1750407.6092340385,-6113163.045412293,529881.4279210188,IDIGER,"35,3","174,6","132,9","85,4","67,5","103,8","91,3","47,8","114,7","40,1","352,6","78,8",25,"74,1","188,9","167,2","220,5","126,3","71,2","94,6","47,1","232,3","114,1","77,5","56,2","228,1",133,"219,5","124,5","146,5",72,"60,5","74,7",147,"237,7",85,"174,1",0,"137,2","158,7",98,"44,3","82,9",66,"43,9","105,4","61,1","139,9","2,3","40,8","29,7","135,3","86,3","100,1","68,3","15,9","80,4","113,2","274,5","83,9","62,45","168,1","267,3","215,2","123,7"
Escuela Pedag�gica Experiment,PM,4.67553,-74.01927,2905,"Bogotá, D.C",Cundinamarca,1750944.3916566707,-6114028.8201765325,520136.7204430196,IDIGER,"116,9","191,1","205,6","69,3",75,"74,8","124,2","49,4","78,4","55,3",338,"90,2","11,5","32,3","138,6","111,4","116,8","135,6","75,8","114,6","50,7","128,9","135,6",55,33,"161,7","137,6","224,5","91,7","152,6",96,"54,5","90,2","326,6","287,2","156,8","179,7","31,4","430,3","164,4",66,"56,6","106,2","85,2","27,3","110,6","162,5","132,3","1,2","115,3","86,7","135,4","87,2","100,3","88,6","22,9","101,5","167,3","366,3","61,3","24,6","148,9","214,5","173,8","117,2"
Fundaci�n Ana Restrepo Del Co,PM,4.7055,-74.02263,2686,"Bogotá, D.C",Cundinamarca,1750450.6360141914,-6113659.262812864,523445.33973520895,IDIGER,"47,8","191,6","189,4","111,2","64,3","64,9","91,9","95,6","94,9","39,5","373,4","92,3","12,2","50,8","157,7",141,"169,7","116,8","48,6","153,5","39,6","166,8","204,1",99,"52,8","233,6","172,1","199,5","128,9",142,"78,6","55,6","80,7","240,9","173,5","235,4","265,6","33,3","272,6","187,7","146,7","40,6","84,3","88,8","33,8","72,4","91,1","123,9","0,2",120,"56,4","166,8",95,"90,8","64,5","17,4","124,7","133,4",403,"139,7","23,7","135,4","213,6",347,"143,6"
Colegio Ciudad De Villavicenc,CO,4.48706,-74.10213,2923,"Bogotá, D.C",Cundinamarca,1742564.7374448825,-6118184.278207495,499215.26987261965,IDIGER,"18,8","46,5","43,3","65,7","98,5","161,7","128,2","72,1",109,"22,6","192,2","21,4","13,3","49,2","127,7","122,9","138,4","156,9",119,"157,8","38,5","104,5","55,5","2,3","0,9","81,2","76,2","119,3","136,7",141,"126,1","60,9","56,6","125,7","139,7","33,5","84,9","12,7",202,"82,5","89,8","81,8","196,9","104,2","53,2","67,9","107,6","73,6","4,1","47,4","48,3","93,7","153,2","120,3","110,7","47,7","89,3","129,2","162,4","6,4","29,3","56,6","110,7","140,8","110,2"
Colegio Eduardo Uma�a (IED),PM,4.48997,-74.11308,2923,"Bogotá, D.C",Cundinamarca,1741388.4948643148,-6118492.800088008,499538.36393870774,IDIGER,"48,3","40,2","44,1","53,9","78,2","134,1","100,8","60,1","85,5","17,7","214,8",19,"8,5","39,7","104,6","103,1","138,1","134,5","87,6",135,"28,3","112,3","52,6","4,9","0,7","77,5",84,"113,3","114,6","115,9","90,4","39,5","54,5","103,1","144,7","23,9","70,6","7,6","174,8","68,3",59,"48,8","140,8","74,4","46,3","51,6","82,8","59,9","2,2","55,9","34,2","91,2","137,1","99,3","82,7","30,5","70,6","111,9","123,1","3,6","18,2","55,8","99,4","114,2","85,6"
Colegio Gabriel Garcia M�rque,CO,4.50449,-74.09235,3055,"Bogotá, D.C",Cundinamarca,1743603.4068574028,-6117866.964010989,501160.8510432612,IDIGER,"63,8","62,4","58,2","33,4","89,6","149,9","134,8","84,5","94,1","31,6","226,5","26,8","17,1","48,5","120,6",98,"135,6","138,6","139,6","149,4","41,8","102,6","56,1","7,3",3,"93,1","66,4","126,5",125,"124,7","92,5","53,1","54,5","101,6","133,4","47,1","89,3","25,6","204,4","96,4","64,6","75,9","176,3","105,7","55,3","74,2","99,3","66,4","3,5",62,"65,7","103,1","157,1","130,9","116,2","37,1","79,1","132,6",148,"9,7","28,9","56,6","148,9","126,6","98,4"
Colegio Ofelia Uribe (IED),CO,4.50643,-74.10251,2815,"Bogotá, D.C",Cundinamarca,1742448.3399606703,-6117929.622369859,501357.3894991494,IDIGER,"53,1","53,4","48,8",36,"68,1","124,6","93,5","57,6","77,1","20,4","210,3","15,5","10,7",35,"94,4","79,2","109,7","90,8","84,1","129,1","32,9",98,"55,8","4,7","1,9","103,9","71,9","116,5","121,1","126,8","102,2","45,6","50,5","107,3","149,6",34,"75,3","17,1","183,9","82,5","46,6","49,8","130,9","83,1","42,4","65,8","98,1","62,6","8,3","53,8","62,8","100,8","115,1","82,5","49,8","17,8","83,7","122,1","136,6",9,15,"73,7","137,2","122,7","84,6"
Colegio Paulo Freire (IED),CO,4.5328,-74.11684,2605,"Bogotá, D.C",Cundinamarca,1740797.5299490802,-6117941.291515581,504268.4502766917,IDIGER,"49,2","49,2","29,5",35,"57,2","88,9","86,5","38,8","74,5","24,1","251,1",32,"7,9","41,1","108,9","80,5",148,"115,1","63,1","115,6","33,6","126,8","64,3","17,5","3,9","86,3","106,1","145,8","93,8","141,6",82,"64,2","53,7","105,8","104,8","67,4","56,7","21,4","218,2","82,8","34,9","29,8","92,5",63,"34,6","30,7","86,3",64,6,"91,3","91,6",135,"110,2","83,8","53,6","21,5","54,3","153,5","172,4","23,2","28,3","70,7","108,3","149,5","84,8"
La Esperanza,CO,4.44914,-74.10792,3168,"Bogotá, D.C",Cundinamarca,1742103.4327239348,-6118911.694014616,495023.9426575596,IDIGER,"53,8","60,5","59,5","72,2","182,2","204,5",210,"77,6","165,7","46,8","224,2",27,"26,1","56,4","117,8",153,"184,1",173,"88,3","179,1","48,6","162,5","77,6","12,1","7,7","80,9","69,1",174,"221,2","210,9","193,3","120,8","97,1",154,"154,5",35,100,14,"239,3","82,3","112,3","137,7","207,5","143,3","89,4","46,9","96,3","67,4",6,"71,5","40,5","95,4",220,"179,3",184,89,"95,9","164,6","145,2","18,4",51,"74,8","85,9","185,2","164,7"
